Size_MB,Lifetime
784,516
784,29
392,2
2,3
784,4
392,506
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,507
0.00390625,507
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,497
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,498
0.00390625,498
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,488
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,489
0.00390625,489
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,484
784,2
0.25,482
0.25,3
4,3
0.25,3
4,476
0.25,3
0.25,3
4,3
784,2
4,2
784,471
784,29
392,2
2,3
784,4
392,461
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,462
0.00390625,462
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,452
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,453
0.00390625,453
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,443
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,444
0.00390625,444
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,439
784,2
0.25,437
0.25,3
4,3
0.25,3
4,431
0.25,3
0.25,3
4,3
784,2
4,2
784,426
784,29
392,2
2,3
784,4
392,416
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,417
0.00390625,417
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,407
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,408
0.00390625,408
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,398
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,399
0.00390625,399
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,394
784,2
0.25,392
0.25,3
4,3
0.25,3
4,386
0.25,3
0.25,3
4,3
784,2
4,2
784,381
784,29
392,2
2,3
784,4
392,371
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,372
0.00390625,372
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,362
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,363
0.00390625,363
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,353
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,354
0.00390625,354
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,349
784,2
0.25,347
0.25,3
4,3
0.25,3
4,341
0.25,3
0.25,3
4,3
784,2
4,2
784,336
784,29
392,2
2,3
784,4
392,326
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,327
0.00390625,327
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,317
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,318
0.00390625,318
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,308
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,309
0.00390625,309
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,304
784,2
0.25,302
0.25,3
4,3
0.25,3
4,296
0.25,3
0.25,3
4,3
784,2
4,2
784,291
784,29
392,2
2,3
784,4
392,281
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,282
0.00390625,282
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,272
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,273
0.00390625,273
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,263
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,264
0.00390625,264
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,259
784,2
0.25,257
0.25,3
4,3
0.25,3
4,251
0.25,3
0.25,3
4,3
784,2
4,2
784,246
784,29
392,2
2,3
784,4
392,236
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,237
0.00390625,237
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,227
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,228
0.00390625,228
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,218
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,219
0.00390625,219
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,214
784,2
0.25,212
0.25,3
4,3
0.25,3
4,206
0.25,3
0.25,3
4,3
784,2
4,2
784,201
784,29
392,2
2,3
784,4
392,191
392,4
0.00390625,2
0.00390625,1
0.00390625,1
392,192
0.00390625,192
0.00390625,1
0.00390625,1
392,1
0.00390625,1
392,2
784,2
18,3
392,3
784,182
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,183
0.00390625,183
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
784,2
4,3
784,3
784,173
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,174
0.00390625,174
0.00390625,1
0.00390625,1
784,1
0.00390625,1
4,169
784,2
0.25,167
0.25,3
4,3
0.25,3
4,161
0.25,3
0.25,3
4,3
784,2
4,2
784,156
784,29
784,2
4,3
784,4
784,146
784,4
0.0078125,2
0.00390625,1
0.00390625,1
784,147
0.00390625,147
0.00390625,1
0.00390625,1
784,1
0.00390625,1
784,2
392,2
72,3
784,3
392,137
392,4
0.015625,2
0.0078125,1
0.0078125,1
392,138
0.0078125,138
0.0078125,1
0.0078125,1
392,1
0.0078125,1
392,2
392,2
16,3
392,3
392,128
392,4
0.015625,2
0.0078125,1
0.0078125,1
392,129
0.0078125,129
0.0078125,1
0.0078125,1
392,1
0.0078125,1
8,124
392,2
0.5,122
1,3
8,3
0.5,3
8,116
1,3
0.5,3
8,3
392,4
8,2
392,2
72,3
784,30
392,2
392,4
0.015625,2
0.0078125,1
0.0078125,1
392,106
0.0078125,106
0.0078125,1
0.0078125,1
392,1
0.0078125,1
392,104
392,7
196,2
8,3
392,4
196,94
196,4
0.0078125,2
0.00390625,1
0.00390625,1
196,95
0.00390625,95
0.00390625,1
0.00390625,1
196,1
0.00390625,1
196,2
392,2
72,3
196,3
392,85
392,4
0.015625,2
0.0078125,1
0.0078125,1
392,86
0.0078125,86
0.0078125,1
0.0078125,1
392,1
0.0078125,1
392,2
392,2
16,3
392,3
392,76
392,4
0.015625,2
0.0078125,1
0.0078125,1
392,77
0.0078125,77
0.0078125,1
0.0078125,1
392,1
0.0078125,1
8,72
392,2
0.5,70
1,3
8,3
0.5,3
8,64
1,3
0.5,3
8,3
392,2
8,2
392,59
392,29
196,2
8,3
392,4
196,49
196,4
0.0078125,2
0.00390625,1
0.00390625,1
196,50
0.00390625,50
0.00390625,1
0.00390625,1
196,1
0.00390625,1
196,2
392,2
72,3
196,3
392,40
392,4
0.015625,2
0.0078125,1
0.0078125,1
392,41
0.0078125,41
0.0078125,1
0.0078125,1
392,1
0.0078125,1
392,2
392,2
16,3
392,3
392,31
392,4
0.015625,2
0.0078125,1
0.0078125,1
392,32
0.0078125,32
0.0078125,1
0.0078125,1
392,1
0.0078125,1
8,27
392,2
0.5,25
1,3
8,3
0.5,3
8,19
1,3
0.5,3
8,3
392,2
8,2
392,14
392,29
8,2
392,2
8,9
8,6
8,2
3.90625,2
8,3
7.8125,3
0.00390625,2
3.90625,5
0.0820312,3
3136.14,3
3136.29,4
1568.07,3
1569.13,3
3136.25,5
128,3
1568.13,4
3136.13,3
1569.13,3
3136.25,5
128,5
3136.13,3
1569.13,3
3136.25,5
128,5
3136.25,3
3140.5,3
1569,3
128,2
128,3
3140.5,4
1568.5,3
788.504,3
1569,3
128,2
128,5
1568.5,3
788.504,3
1569,3
128,2
128,5
1568.5,3
788.504,3
1569,3
128,2
128,5
1568.5,3
788.504,3
1569,3
128,2
128,5
1568.5,3
788.504,3
1569,3
128,2
128,5
1568.5,3
788.504,3
1569,3
128,2
128,5
1568.5,3
788.504,3
1569,3
128,2
128,5
1569,3
2370,3
788.004,3
128,2
128,3
2370,4
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
786.004,3
1194,3
788.004,3
128,2
128,5
788.004,3
1248,3
408.004,3
128,2
128,3
1248,4
400.004,3
660.004,3
408.004,3
128,2
128,5
400.004,3
660.004,3
408.004,3
128,2
128,6
0.25,8
0.25,5
9.50391,1
128,3
1152,6
864.008,1
800.004,5
732.012,1
660.004,5
628.004,1
596.004,6
9.50391,1
128,3
1152,6
864.008,1
800.004,5
732.012,1
660.004,5
628.004,1
596.004,6
1320.01,1
1248.77,4
9.50391,1
128,3
1152,6
864.008,1
800.004,5
1320.01,1
1248.77,5
1676.01,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
4.50391,4
0.253906,6
1676.01,6
1212,1
1194,5
1196,7
2388,1
2373.07,4
4.50391,4
0.253906,6
1676.01,6
2388,1
2373.07,5
1024,7
2.19141,1
128,3
2.19141,1
128,5
1024,6
2361,1
2356.5,5
512,7
2.19141,1
128,3
2.19141,1
128,5
1024,6
2361,1
2356.5,5
512,7
2.19141,1
128,3
2.19141,1
128,5
1024,6
2361,1
2356.5,5
512,7
2.19141,1
128,3
2.19141,1
128,5
1024,6
2361,1
2356.5,5
512,7
2.19141,1
128,3
2.19141,1
128,5
1024,6
2361,1
2356.5,5
512,7
2.19141,1
128,3
2.19141,1
128,5
1024,6
2361,1
2356.5,5
512,7
2.19141,1
128,3
2.19141,1
128,5
1024,6
2361,1
2356.5,5
512,7
4713,1
4720.76,4
2.19141,1
128,3
2.19141,1
128,5
1024,6
4713,1
4720.76,5
384,7
144,1
128,4
128,5
384,6
4717.5,1
4705.13,5
128,1
128,6
144,1
128,4
128,5
384,6
4717.5,1
4705.13,5
128,1
128,6
256,5
144,1
128,4
128,5
384,6
4717.5,1
4705.13,5
64,1
128,7
9421.41,1
9408.29,5
6273.69,1
6272.14,8
